Date,"Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Solar","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Hydro Pumped Storage","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Fossil Oil","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Fossil Brown coal/Lignite","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Fossil Gas","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Fossil Hard coal","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Biomass","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Fossil Coal-derived gas","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Hydro Run-of-river and poundage","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Wind Onshore","Aggregated Generation Per Type, PSE SA CA, Actual Generation Output, Hydro Water Reservoir","Day Ahead Aggregated Generation, PSE SA CA, Scheduled Generation"
2021-07-20 23:00,0.0,0.0,196.09,4672.5,1284.56,7574.49,189.11,66.43,159.4,1797.1,0.0,15963.34
2021-07-21 00:00,0.0,0.0,196.18,4367.52,1284.4,7496.8,192.5,66.23,159.4,1748.85,0.0,15453.31
2021-07-21 01:00,0.0,0.0,196.14,4374.96,1284.24,7511.44,193.11,65.13,159.35,1674.13,0.0,15465.81
2021-07-21 02:00,0.5,0.0,196.34,4449.32,1297.93,7668.74,194.1,66.46,159.35,1577.88,0.0,15593.87
2021-07-21 03:00,57.33,0.0,196.54,4833.17,1296.9,7840.83,203.86,69.75,159.11,1459.96,0.0,16572.93
2021-07-21 04:00,340.31,0.0,207.56,5281.56,1435.15,9235.83,202.86,70.46,158.86,1113.0,0.0,18660.49
2021-07-21 05:00,884.19,12.52,209.05,5439.96,1276.49,9689.17,200.64,67.43,160.6,716.33,0.0,18994.15
2021-07-21 06:00,1548.4,20.0,209.06,5534.57,1186.17,10140.19,200.55,66.96,158.33,653.4,0.0,19805.82
2021-07-21 07:00,1980.4,37.52,208.74,5595.93,1143.91,10024.89,202.39,67.21,168.41,835.08,0.0,20239.07
2021-07-21 08:00,2219.68,21.35,208.15,5575.37,1241.03,9423.75,203.06,66.13,164.94,961.35,0.0,20419.55
2021-07-21 09:00,2177.53,16.47,208.54,5567.01,1416.49,9172.09,201.7,62.8,164.25,1198.58,0.0,20751.35
2021-07-21 10:00,2127.95,0.0,208.08,5465.54,1445.18,9751.7,201.78,58.9,168.58,1362.89,0.0,20951.4
2021-07-21 11:00,2406.39,0.0,207.3,5471.75,1437.14,9528.24,203.16,55.28,163.33,1277.33,0.0,20797.84
2021-07-21 12:00,2306.06,0.0,207.53,5453.61,1408.48,9355.11,204.01,53.43,157.8,1374.73,0.0,20501.38
2021-07-21 13:00,1889.4,0.0,210.45,5405.76,1411.71,8902.51,201.4,55.86,157.6,1254.31,0.0,20094.91
2021-07-21 14:00,1724.51,0.1,210.86,5485.38,1426.95,8959.7,202.7,56.51,159.15,1104.05,0.0,19761.41
2021-07-21 15:00,1285.64,17.66,212.08,5574.4,1453.02,9936.56,197.97,54.46,157.56,944.76,46.64,19962.51
2021-07-21 16:00,899.26,31.3,212.16,5545.9,1470.53,10249.5,203.34,53.1,162.8,813.28,53.3,19783.38
2021-07-21 17:00,426.2,380.53,213.16,5571.2,1469.09,10401.61,200.1,51.21,164.48,614.03,53.3,19667.55
2021-07-21 18:00,117.68,458.88,212.99,5599.9,1465.77,10503.66,202.68,51.94,198.2,585.39,53.3,19383.68
2021-07-21 19:00,3.31,336.12,212.89,5598.69,1509.04,10530.65,203.38,58.04,212.91,667.94,53.3,19060.06
2021-07-21 20:00,0.0,67.05,212.66,5393.01,1467.48,10053.59,203.1,60.79,157.91,712.98,53.3,18151.71
2021-07-21 21:00,0.0,0.0,212.44,5361.04,1427.49,9820.93,202.16,60.64,150.1,692.81,6.66,17875.91
2021-07-21 22:00,0.0,0.0,212.54,5357.36,1339.68,8948.44,196.88,60.84,153.64,665.1,0.0,17096.14
2021-07-21 23:00,0.0,0.0,212.55,5289.95,1285.24,8139.55,192.1,63.4,156.98,642.31,0.0,15903.85
2021-07-22 00:00,0.0,0.0,212.01,5171.2,1285.34,7875.15,191.29,66.71,158.88,610.33,0.0,15581.47
2021-07-22 01:00,0.0,0.0,212.35,4650.08,1288.02,7852.56,192.14,68.29,158.01,529.53,0.0,15099.63
2021-07-22 02:00,0.6,0.0,211.96,4650.55,1291.58,7887.55,194.76,70.35,158.01,427.06,0.0,15084.59
2021-07-22 03:00,45.38,0.0,212.65,5293.34,1299.72,8307.99,199.12,69.78,157.96,390.41,0.0,16103.5
2021-07-22 04:00,245.88,49.72,212.09,5501.92,1454.19,9765.48,204.69,69.09,157.9,318.74,0.0,18339.51
2021-07-22 05:00,629.1,48.19,212.3,5618.84,1461.91,10087.73,202.06,69.59,159.76,179.73,0.0,19058.13
2021-07-22 06:00,1013.68,170.76,211.46,5635.09,1537.92,10437.87,201.27,69.01,169.74,133.01,46.64,19946.62
2021-07-22 07:00,1642.08,59.79,210.54,5587.64,1527.88,10488.35,201.09,67.5,174.09,177.01,53.3,20319.98
2021-07-22 08:00,2230.21,25.46,211.56,5584.28,1485.19,10306.69,201.23,66.06,174.2,275.49,6.66,20478.31
2021-07-22 09:00,2306.95,38.3,210.44,5594.0,1533.26,10330.21,202.49,65.99,165.96,359.88,0.0,20593.29
2021-07-22 10:00,2121.18,5.0,210.81,5611.63,1537.61,10374.71,203.29,68.5,161.26,391.9,0.0,20559.92
2021-07-22 11:00,1879.4,0.0,212.01,5766.84,1480.6,9459.35,201.7,67.95,160.78,433.44,0.0,19790.5
2021-07-22 12:00,2011.51,0.0,212.04,5752.64,1448.78,9507.99,202.14,67.51,160.55,410.2,0.0,19881.17
2021-07-22 13:00,1933.75,0.0,213.21,5758.58,1410.5,9590.16,201.11,64.21,160.2,360.61,0.0,19632.84
2021-07-22 14:00,1440.21,0.01,213.41,5789.55,1417.53,9828.49,200.71,62.43,161.06,351.08,0.0,19116.4
2021-07-22 15:00,1112.73,17.57,213.55,5789.21,1508.85,10644.34,202.94,61.16,163.68,325.75,46.64,19801.34
2021-07-22 16:00,855.66,86.06,213.46,5703.01,1461.86,10675.33,203.83,60.51,181.76,310.31,53.3,19800.12
2021-07-22 17:00,428.73,278.38,212.99,5787.22,1474.51,10731.97,202.87,61.0,194.11,215.43,53.3,19720.68
2021-07-22 18:00,122.89,499.39,213.89,5803.31,1467.68,10750.87,203.45,63.91,221.04,215.46,53.3,19600.26
2021-07-22 19:00,3.66,387.04,214.19,5802.82,1466.4,10792.79,188.67,64.59,212.23,236.35,53.3,19234.57
2021-07-22 20:00,0.0,18.7,213.46,5749.38,1491.51,10472.62,131.11,66.15,163.69,245.08,53.3,18544.42
2021-07-22 21:00,0.0,0.0,212.4,5742.87,1443.86,10038.78,129.77,64.74,160.95,231.14,6.66,18021.73
2021-07-22 22:00,0.0,0.0,212.3,5590.3,1411.88,9189.41,128.71,64.39,154.56,228.1,0.0,17174.92
2021-07-22 23:00,0.03,0.0,212.41,5424.91,1300.04,8445.74,129.24,62.66,150.01,224.55,0.0,15894.66
2021-07-23 00:00,0.0,0.0,211.74,5363.05,1298.72,7851.9,157.02,58.19,154.33,180.7,0.0,15237.2
2021-07-23 01:00,0.0,0.0,211.71,5142.39,1296.02,7599.32,190.65,61.48,154.35,196.03,0.0,14730.42
2021-07-23 02:00,0.35,0.0,212.04,5175.9,1295.63,7807.31,194.98,63.36,154.34,236.45,0.0,14852.54
2021-07-23 03:00,34.44,0.0,211.93,5339.31,1298.28,8522.21,192.6,61.89,154.71,247.76,0.0,16247.0
2021-07-23 04:00,225.49,0.0,211.85,5438.67,1434.97,9754.25,194.72,62.5,160.68,211.16,0.0,18400.34
2021-07-23 05:00,629.63,17.5,211.04,5427.92,1459.21,10168.12,200.71,66.1,164.3,144.69,0.0,19032.06
2021-07-23 06:00,1147.91,20.01,211.33,5518.7,1506.75,10494.7,202.76,68.49,166.2,98.55,46.64,19885.98
2021-07-23 07:00,1823.46,156.67,211.23,5483.25,1484.7,10606.24,202.46,67.21,165.25,156.43,53.3,20196.69
2021-07-23 08:00,2399.24,40.18,211.46,5435.59,1462.24,9903.64,204.6,66.04,155.11,193.94,6.66,20194.76
2021-07-23 09:00,2313.68,20.02,210.28,5425.78,1391.0,9933.33,201.12,66.51,152.74,217.79,0.0,20296.74
2021-07-23 10:00,2422.5,244.8,211.99,5418.65,1425.02,10157.88,202.1,65.29,151.9,234.85,0.0,20424.49
2021-07-23 11:00,2153.46,123.48,210.91,5397.0,1381.89,9869.94,201.45,65.51,151.86,255.6,0.0,20125.79
2021-07-23 12:00,2069.36,84.32,210.94,5305.98,1320.18,9780.85,203.49,63.63,151.19,275.53,0.0,19830.47
2021-07-23 13:00,1969.09,50.59,211.49,5294.59,1389.03,9947.11,200.69,61.59,150.59,260.68,0.0,19745.27
2021-07-23 14:00,1560.2,0.0,211.41,5313.73,1413.98,9995.75,202.98,61.98,151.96,228.6,0.0,19393.33
2021-07-23 15:00,1341.41,3.12,211.53,5326.89,1426.74,10050.21,203.09,60.59,152.56,209.85,46.64,19084.39
2021-07-23 16:00,1081.13,192.32,211.6,5298.41,1479.32,10802.32,202.42,60.16,166.15,213.95,53.3,19459.75
2021-07-23 17:00,475.9,232.13,213.43,5254.33,1498.08,11181.47,201.76,63.14,167.1,208.01,53.3,19362.25
2021-07-23 18:00,143.45,389.07,213.4,5231.82,1474.8,11230.06,204.47,64.98,183.09,216.9,53.06,19166.34
2021-07-23 19:00,3.29,250.0,213.8,5228.19,1479.57,11005.67,200.79,66.13,188.38,280.21,52.54,18841.64
2021-07-23 20:00,0.0,88.11,212.83,4806.58,1485.02,10698.56,198.72,67.49,166.6,309.81,52.5,17948.67
2021-07-23 21:00,0.0,46.01,200.06,4601.28,1467.33,10390.72,202.96,67.94,157.33,296.1,6.56,17248.0
2021-07-23 22:00,0.0,1.32,198.6,4276.4,1447.24,9838.74,147.63,67.39,165.85,321.66,0.0,16702.12
2021-07-23 23:00,0.0,0.0,197.91,4224.7,1346.29,8572.05,131.89,66.38,166.49,436.66,0.0,15393.92
2021-07-24 00:00,0.0,0.0,197.49,4171.45,1282.46,7526.35,130.49,66.0,166.41,475.01,0.0,14183.59
2021-07-24 01:00,0.0,0.0,197.51,4095.62,1277.01,6843.16,129.38,68.91,166.43,447.44,0.0,13472.53
2021-07-24 02:00,0.3,0.0,197.19,4142.03,1286.43,6906.95,127.02,69.91,166.45,442.76,0.0,13371.69
2021-07-24 03:00,44.08,0.0,197.24,4074.69,1272.29,7008.22,129.89,69.71,162.75,436.54,0.0,13485.17
2021-07-24 04:00,298.65,0.0,197.49,4122.18,1252.49,7110.1,130.71,69.61,156.58,420.51,0.0,14275.6
2021-07-24 05:00,783.41,0.0,198.03,4395.19,1318.86,7635.17,135.11,66.44,156.53,255.58,0.0,15809.41
2021-07-24 06:00,1377.68,16.97,197.86,4581.71,1331.34,8030.19,134.29,64.38,163.45,92.9,0.0,16914.76
2021-07-24 07:00,1879.01,32.56,197.99,4591.89,1334.27,8456.07,132.98,64.53,168.04,57.43,0.0,17500.66
2021-07-24 08:00,2350.79,39.38,198.14,4413.26,1313.9,8420.22,133.02,66.78,165.4,115.14,0.0,17744.32
2021-07-24 09:00,2488.41,20.81,198.25,4542.51,1313.82,8186.71,131.69,66.83,159.03,191.19,0.0,17974.53
2021-07-24 10:00,2600.59,2.5,198.23,4595.8,1316.43,8010.39,131.42,71.23,162.55,280.64,0.0,17852.15
2021-07-24 11:00,2490.03,0.0,198.68,4621.23,1319.82,7573.9,131.85,73.53,163.08,393.66,0.0,17528.25
2021-07-24 12:00,2419.5,0.0,198.46,4669.23,1314.06,7143.4,133.71,74.44,159.04,518.9,0.0,17135.69
2021-07-24 13:00,2287.94,16.69,198.21,4712.03,1315.09,6993.69,133.64,73.53,158.44,629.9,0.0,17006.69
2021-07-24 14:00,2155.6,287.24,198.29,4626.83,1308.87,7015.24,132.79,69.71,157.65,772.01,0.0,16986.11
2021-07-24 15:00,1455.5,575.82,198.08,4657.87,1313.84,7612.24,131.39,66.4,157.2,860.73,0.0,17248.86
2021-07-24 16:00,1007.88,749.12,197.43,4718.25,1327.85,8367.14,132.15,67.65,161.49,889.48,46.64,17799.02
2021-07-24 17:00,550.14,867.43,198.16,4720.13,1321.89,8490.67,132.87,70.24,187.58,967.24,53.3,17720.01
2021-07-24 18:00,134.98,898.32,199.11,4718.13,1358.17,8586.94,133.16,70.88,190.48,1238.93,53.03,17804.95
2021-07-24 19:00,2.86,492.48,198.71,4706.87,1385.0,8687.77,130.24,71.01,191.91,1746.78,52.5,17487.13
2021-07-24 20:00,0.0,76.34,198.58,4616.71,1314.3,8344.15,129.3,69.99,191.34,2118.26,52.5,17203.88
2021-07-24 21:00,0.0,9.52,197.95,4180.79,1267.76,6415.05,129.2,67.46,165.26,2203.71,6.56,14708.18
2021-07-24 22:00,0.0,0.0,196.6,3360.63,1246.37,5993.5,131.0,65.31,145.48,2104.7,0.0,13271.75
2021-07-24 23:00,0.0,0.0,198.0,2880.21,1231.91,5937.03,128.92,63.68,144.85,1914.58,0.0,12159.13
2021-07-25 00:00,0.0,0.0,197.94,3172.73,1223.73,5929.44,128.63,67.01,144.84,1842.5,0.0,12164.85
2021-07-25 01:00,0.0,0.0,197.9,3090.86,1229.38,5916.62,125.04,68.04,144.86,1848.5,0.0,12303.41
2021-07-25 02:00,0.24,0.0,197.69,2919.83,1239.84,5990.32,132.38,67.85,142.33,1834.01,0.0,12175.31
2021-07-25 03:00,49.75,0.0,197.04,2756.97,1230.38,6002.39,130.15,67.39,141.95,1748.16,0.0,12157.78
2021-07-25 04:00,330.49,0.0,196.89,2564.83,1220.92,6362.66,128.82,68.08,141.96,1600.25,0.0,12689.28
2021-07-25 05:00,816.04,0.0,198.04,2637.75,1266.06,6546.95,134.14,67.96,141.98,1063.23,0.0,12963.94
2021-07-25 06:00,1326.66,0.0,198.33,2713.96,1268.75,6617.74,133.62,67.45,151.36,608.44,0.0,13409.55
2021-07-25 07:00,1841.89,0.0,198.31,3031.97,1265.91,6619.83,130.49,66.41,157.83,642.93,0.0,14055.42
2021-07-25 08:00,2040.54,31.92,198.29,3632.06,1273.02,6536.17,128.34,69.66,151.73,994.7,0.0,15193.24
2021-07-25 09:00,2155.46,23.4,197.9,3354.27,1268.86,6499.14,131.19,70.13,150.86,1225.83,0.0,15568.62
2021-07-25 10:00,2125.93,3.0,195.36,3228.49,1288.14,6736.45,132.81,71.38,149.83,1266.58,0.0,15612.59
2021-07-25 11:00,1980.55,0.0,197.21,3082.82,1285.71,6654.97,131.84,70.9,149.91,1183.81,0.0,15091.48
2021-07-25 12:00,1785.29,65.5,196.61,3155.06,1261.28,6572.74,132.46,69.36,143.2,1206.98,0.0,14822.32
2021-07-25 13:00,1478.43,28.03,197.98,3221.71,1260.89,6602.84,130.16,66.86,142.04,987.26,0.0,14671.41
2021-07-25 14:00,1441.29,113.29,198.13,3561.43,1287.01,6843.47,130.51,66.54,136.73,963.1,0.0,14964.74
2021-07-25 15:00,1203.35,210.39,196.79,3690.52,1283.31,7288.43,130.04,66.54,135.98,940.45,0.0,15115.07
2021-07-25 16:00,783.9,274.49,197.18,4441.6,1310.41,7949.56,131.15,67.6,145.98,944.05,0.0,16587.36
2021-07-25 17:00,355.83,236.87,197.03,5053.82,1410.55,8891.44,129.49,71.63,154.36,1155.76,46.64,17900.4
2021-07-25 18:00,76.44,291.85,197.24,4878.66,1382.76,9371.63,130.04,73.6,155.26,1129.4,53.3,18054.36
2021-07-25 19:00,0.98,434.31,197.48,4816.8,1481.89,9856.82,132.14,73.2,155.45,1198.1,53.08,18060.97
2021-07-25 20:00,0.0,103.09,196.95,4740.28,1393.93,9735.23,129.53,73.0,149.5,1545.73,52.5,17813.21
2021-07-25 21:00,0.0,7.65,195.85,4758.95,1313.05,8887.34,129.49,71.59,147.98,1771.2,6.56,17007.34
2021-07-25 22:00,0.0,0.0,184.7,4584.06,1260.87,7778.61,128.4,70.29,140.18,1706.5,0.0,15810.35
2021-07-25 23:00,0.0,0.0,184.71,4553.61,1252.74,7607.84,129.42,68.73,135.56,1655.23,0.0,15459.41
2021-07-26 00:00,0.0,0.0,184.71,4331.9,1251.02,7495.81,130.07,69.53,136.05,1538.69,0.0,15303.1
2021-07-26 01:00,0.0,0.0,184.49,3819.25,1251.85,7566.52,128.59,69.63,139.31,1370.8,0.0,14888.66
2021-07-26 02:00,0.15,0.0,183.94,3752.31,1266.14,7900.51,131.23,69.24,139.35,1350.15,0.0,15009.56
2021-07-26 03:00,34.65,0.0,184.83,4317.13,1293.2,8465.5,130.57,69.11,139.46,1271.34,0.0,16047.24
2021-07-26 04:00,231.23,0.0,195.34,4695.17,1380.37,9824.52,129.24,68.63,140.23,1150.2,0.0,18060.47
2021-07-26 05:00,579.39,0.0,195.84,5011.6,1365.48,9660.78,131.7,67.86,138.95,1013.21,0.0,18764.63
2021-07-26 06:00,936.34,108.95,194.93,5184.45,1549.94,10514.92,130.68,68.71,162.14,754.8,0.0,19922.49
2021-07-26 07:00,1479.86,183.34,195.83,5316.71,1531.75,10676.82,130.01,66.04,172.49,718.65,0.0,20503.12
2021-07-26 08:00,2049.73,22.55,196.0,5285.38,1495.11,10455.34,130.73,66.14,157.4,754.53,0.0,21045.29
2021-07-26 09:00,2320.35,20.04,195.69,5441.9,1433.96,10105.04,128.9,66.91,146.03,813.5,0.0,21483.25
2021-07-26 10:00,2317.9,2.5,195.79,5588.18,1419.95,10113.78,132.26,69.54,145.43,834.68,0.0,21679.74
2021-07-26 11:00,2380.28,0.0,198.1,5725.45,1338.32,9540.3,131.14,71.76,145.45,883.43,0.0,21371.76
2021-07-26 12:00,2321.1,72.04,197.94,5807.14,1077.38,9765.96,131.14,73.16,144.08,852.29,0.0,21394.63
2021-07-26 13:00,2016.94,71.99,196.28,5824.8,1053.11,10100.68,129.55,72.1,144.06,739.46,0.0,21180.38
2021-07-26 14:00,1703.06,0.0,197.2,5859.47,1063.92,10455.94,129.67,71.76,144.35,583.85,0.0,20815.66
2021-07-26 15:00,1135.16,0.0,196.01,5811.27,1135.46,10838.26,129.94,72.64,143.43,493.03,0.0,20649.22
2021-07-26 16:00,867.96,159.84,197.81,5647.06,1181.76,11091.81,130.49,72.44,162.01,443.14,46.64,20433.06
2021-07-26 17:00,373.6,532.83,198.23,5599.72,1352.96,11085.55,130.99,72.44,190.18,501.29,53.3,20295.29
2021-07-26 18:00,90.64,455.27,200.61,5619.58,1408.43,11151.95,133.98,72.46,196.26,641.09,53.28,20012.32
2021-07-26 19:00,1.58,304.56,200.65,5668.81,1404.99,10847.58,130.38,72.83,185.53,662.65,52.88,19451.42
2021-07-26 20:00,0.0,135.59,200.06,5597.97,1400.69,10355.14,129.31,73.29,160.0,830.74,52.5,18643.11
2021-07-26 21:00,0.0,263.55,200.84,5566.39,1315.16,10031.38,131.16,71.94,145.33,771.31,6.56,18333.5
2021-07-26 22:00,0.0,22.49,199.6,5348.17,1284.38,8530.18,128.73,69.45,144.04,944.35,0.0,16480.93
2021-07-26 23:00,0.0,0.0,200.9,5230.65,1287.18,7799.9,127.21,69.4,143.95,827.98,0.0,15308.25
2021-07-27 00:00,0.0,0.0,199.96,5200.12,1304.19,7775.6,128.51,71.29,144.76,672.9,0.0,14969.4
2021-07-27 01:00,0.0,0.0,201.23,5151.38,1291.68,7725.84,128.24,72.5,144.0,588.21,0.0,14884.21
2021-07-27 02:00,0.14,0.0,201.51,5109.91,1312.45,7816.13,125.99,73.34,144.16,659.61,0.0,14798.46
2021-07-27 03:00,38.91,0.0,198.88,5156.47,1282.11,8066.61,131.51,73.98,145.79,626.63,0.0,15297.87
2021-07-27 04:00,211.34,0.0,200.21,5391.44,1350.08,9649.05,131.97,73.85,147.2,443.74,0.0,17411.53
2021-07-27 05:00,463.31,37.99,200.46,5580.03,1515.29,10531.25,130.4,68.71,148.01,377.41,0.0,19049.26
2021-07-27 06:00,888.16,300.27,200.49,5767.51,1477.77,10632.58,131.42,67.51,150.54,292.03,0.0,20064.1
2021-07-27 07:00,1427.0,234.23,200.3,5820.49,1456.99,10557.0,127.31,69.1,156.73,226.0,0.0,20486.35
2021-07-27 08:00,2037.86,34.28,201.86,5543.73,1467.16,10540.64,136.3,71.09,152.9,250.81,0.0,20686.91
2021-07-27 09:00,2746.23,20.02,201.09,5504.24,1455.05,10464.71,179.26,50.45,152.93,341.2,0.0,20947.18
2021-07-27 10:00,2891.41,2.5,200.51,5396.48,1379.01,10012.04,188.45,17.2,152.04,555.45,0.0,20972.26
2021-07-27 11:00,2892.1,0.0,200.24,5379.53,1375.41,9452.05,194.28,32.15,149.79,845.01,0.0,20612.77
2021-07-27 12:00,2633.71,0.0,200.34,5453.77,1326.78,9257.4,201.11,52.59,147.41,1020.9,0.0,20335.12
2021-07-27 13:00,2260.03,0.0,201.14,5439.23,1381.57,9372.92,203.34,61.83,147.01,1129.89,0.0,20233.76
2021-07-27 14:00,1787.18,0.01,199.38,5489.41,1384.36,9654.74,204.09,62.7,149.01,1149.01,0.0,20058.13
2021-07-27 15:00,1405.61,17.52,200.56,5553.9,1416.07,10382.43,202.7,61.09,154.58,976.55,46.64,19989.31
2021-07-27 16:00,883.7,100.75,201.88,5509.91,1419.2,10898.08,202.72,59.79,190.05,704.86,53.3,19959.01
2021-07-27 17:00,458.3,170.01,201.49,5570.96,1428.84,11289.99,202.81,61.39,203.14,530.69,53.3,19856.01
2021-07-27 18:00,133.26,408.19,201.66,5516.91,1426.41,11360.29,204.64,62.48,203.49,548.41,52.98,19796.08
2021-07-27 19:00,3.15,660.73,201.84,5577.21,1428.87,10826.35,204.82,62.51,164.55,573.03,52.5,19341.75
2021-07-27 20:00,0.01,21.67,201.91,5542.12,1425.08,10057.37,202.19,62.98,150.23,598.15,52.5,18193.71
2021-07-27 21:00,0.01,0.0,200.74,5387.94,1429.36,9565.86,200.46,64.0,144.94,526.18,6.56,17635.73
2021-07-27 22:00,0.0,0.0,202.11,5103.66,1360.05,9141.56,194.2,65.33,138.98,515.0,0.0,16973.57
2021-07-27 23:00,0.03,0.0,202.0,4945.68,1263.95,7840.65,192.86,64.51,136.33,505.14,0.0,15507.13
2021-07-28 00:00,0.0,0.0,200.63,4734.55,1263.95,7499.81,192.55,64.63,136.3,407.78,0.0,15004.02
2021-07-28 01:00,0.0,0.0,201.46,4851.5,1271.59,7666.36,190.54,65.14,136.33,384.24,0.0,15254.74
2021-07-28 02:00,0.11,0.0,200.43,4770.08,1266.85,7820.92,192.17,66.01,136.38,399.75,0.0,15194.34
2021-07-28 03:00,45.39,0.0,201.78,4782.68,1283.68,8478.59,201.81,66.45,136.13,415.2,0.0,15478.99
2021-07-28 04:00,306.34,23.79,201.35,5058.13,1462.7,10336.26,204.46,66.11,132.81,494.5,0.0,18524.08
2021-07-28 05:00,792.45,63.86,200.73,5197.17,1498.15,10593.34,202.47,65.85,135.46,437.41,0.0,19391.96
2021-07-28 06:00,1427.69,100.04,201.11,5267.43,1511.85,10968.17,204.13,65.2,155.06,219.38,0.0,20414.72
2021-07-28 07:00,1879.01,170.03,200.54,5218.6,1500.25,10902.84,202.81,64.54,170.68,213.21,0.0,20914.75
2021-07-28 08:00,2320.94,68.11,201.69,5149.94,1485.52,10583.66,202.84,63.26,169.04,340.21,0.0,20915.68
2021-07-28 09:00,2661.89,197.98,201.98,5123.82,1423.79,10696.02,202.5,60.7,158.2,488.03,0.0,21525.81
2021-07-28 10:00,2760.74,21.51,201.81,5163.76,1424.94,10897.99,201.46,59.58,146.51,520.68,0.0,21766.65
2021-07-28 11:00,2617.16,200.88,198.8,5298.35,1457.23,10728.03,200.54,58.31,143.03,475.79,0.0,21678.2
2021-07-28 12:00,2320.7,121.64,200.06,5257.37,1440.3,10675.74,202.04,51.98,140.05,503.58,0.0,21305.73
2021-07-28 13:00,2363.18,163.9,199.71,5383.28,1451.35,10721.45,201.77,50.66,139.6,562.54,0.0,21137.67
2021-07-28 14:00,1865.93,146.43,200.89,5500.87,1483.46,10882.3,200.51,50.48,142.4,622.25,0.0,20858.28
2021-07-28 15:00,1167.48,213.43,199.86,5466.67,1489.55,11011.52,195.29,51.36,143.61,789.55,0.0,20438.83
2021-07-28 16:00,618.49,118.47,201.06,5426.87,1513.87,10957.28,196.48,51.98,184.95,767.84,0.0,20102.8
2021-07-28 17:00,261.6,309.09,200.66,5427.12,1508.81,11180.61,202.62,52.81,201.46,747.7,46.64,20348.43
2021-07-28 18:00,44.14,158.6,198.71,5476.28,1540.3,10912.31,215.53,51.01,191.58,786.65,53.3,20125.21
2021-07-28 19:00,3.31,16.83,201.18,5532.67,1543.81,10637.14,228.29,52.26,154.99,841.61,53.3,19675.51
2021-07-28 20:00,0.0,0.51,201.64,5361.32,1493.23,9176.54,240.43,55.26,142.3,1077.14,53.03,18092.45
2021-07-28 21:00,0.0,0.51,201.91,5013.02,1332.79,7353.38,246.41,57.86,143.79,1335.6,6.56,15824.94
2021-07-28 22:00,0.0,0.0,202.13,4101.42,1349.39,7096.62,240.19,59.53,136.66,1401.19,0.0,14551.32
2021-07-28 23:00,0.0,0.0,203.0,4052.21,1341.43,7066.49,234.78,62.99,136.34,1598.66,0.0,14592.14
2021-07-29 00:00,0.0,0.0,201.99,4026.97,1335.12,6992.08,234.65,64.58,136.35,1661.03,0.0,14687.39
2021-07-29 01:00,0.0,0.0,202.0,4166.89,1327.57,7041.1,232.82,64.79,136.31,1685.45,0.0,14819.7
2021-07-29 02:00,0.06,0.0,200.16,4102.85,1341.97,7052.31,245.73,65.39,136.35,1673.25,0.0,14756.75
2021-07-29 03:00,25.43,0.0,200.05,4017.33,1327.31,6867.93,249.02,47.39,136.11,1663.33,0.0,14751.56
2021-07-29 04:00,207.63,0.0,201.08,5051.6,1349.63,7425.59,248.31,43.5,134.31,1375.14,0.0,16735.0
2021-07-29 05:00,728.91,0.09,202.38,5652.63,1485.15,8720.5,247.77,43.2,134.31,812.56,0.0,19055.26
2021-07-29 06:00,1361.1,17.62,202.3,5484.33,1579.73,9443.58,247.31,41.78,137.35,653.64,0.0,20278.23
2021-07-29 07:00,1772.28,20.02,200.53,5421.26,1383.84,9402.75,247.88,41.24,138.54,895.5,0.0,20568.33
2021-07-29 08:00,2366.83,20.01,201.13,5281.97,1326.97,8985.19,247.96,43.48,139.33,1437.16,0.0,21092.89
2021-07-29 09:00,2628.03,2.5,201.9,5344.24,1338.14,8582.99,246.84,45.74,138.34,2011.01,0.0,21577.54
2021-07-29 10:00,2773.96,0.0,200.33,5429.08,1304.07,8217.56,246.18,48.8,137.46,2253.43,0.0,21750.81
2021-07-29 11:00,2804.68,0.0,201.78,5332.86,1295.51,8385.79,246.8,48.88,136.3,2280.49,0.0,21694.81
2021-07-29 12:00,2497.49,0.0,198.35,5220.22,1310.76,8351.77,248.14,52.25,135.35,2416.23,0.0,21589.07
2021-07-29 13:00,2234.06,0.0,200.78,5188.65,1347.88,8449.31,246.8,52.0,135.13,2603.39,0.0,21466.49
2021-07-29 14:00,1985.09,0.0,198.76,5226.28,1373.53,8614.46,245.96,53.69,136.98,2615.24,0.0,21244.56
2021-07-29 15:00,1644.56,75.36,186.64,5259.4,1381.0,8767.57,246.6,53.65,137.25,2644.78,0.0,20786.85
2021-07-29 16:00,1046.8,309.26,186.91,5221.11,1383.56,8952.84,247.84,56.24,137.41,2396.09,0.0,20499.01
2021-07-29 17:00,482.19,709.23,186.63,5367.64,1429.45,9143.34,244.84,55.73,151.54,1665.3,33.34,20423.88
2021-07-29 18:00,91.79,815.57,186.91,5316.44,1469.14,9780.93,245.38,56.8,157.59,1304.56,26.7,20183.56
